Year,Month,Mdate,Sensor_Name,Count,Rank
2017,February,21,Melbourne Central,33172,4.0
2017,February,21,Bourke Street Mall (North),32021,5.0
2017,February,21,Flagstaff Station,30259,6.0
2017,February,21,Princes Bridge,29449,7.0
2017,February,21,Bourke Street Mall (South),23620,8.0
2017,February,21,Southern Cross Station,23188,9.0
2017,February,21,State Library,23057,10.0
2017,February,22,Southbank,42063,1.0
2017,February,22,Flinders Street Station Underpass,40265,2.0
2017,February,22,Spencer St-Collins St (North),39254,3.0
2017,February,22,Bourke Street Mall (North),33458,4.0
2017,February,22,Melbourne Central,32885,5.0
2017,February,22,Princes Bridge,30717,6.0
2017,February,22,Flagstaff Station,30181,7.0
2017,February,22,The Arts Centre,24654,8.0
2017,February,22,State Library,24026,9.0
2017,February,22,Bourke Street Mall (South),23944,10.0
2017,February,23,Southbank,43451,1.0
2017,February,23,Flinders Street Station Underpass,40056,2.0
2017,February,23,Spencer St-Collins St (North),39527,3.0
2017,February,23,Bourke Street Mall (North),35135,4.0
2017,February,23,Melbourne Central,34023,5.0
2017,February,23,Princes Bridge,32720,6.0
2017,February,23,Flagstaff Station,29938,7.0
2017,February,23,The Arts Centre,26135,8.0
2017,February,23,Bourke Street Mall (South),25765,9.0
2017,February,23,State Library,24281,10.0
2017,February,24,Southbank,46882,1.0
2017,February,24,Flinders Street Station Underpass,43156,2.0
2017,February,24,Spencer St-Collins St (North),39484,3.0
2017,February,24,Melbourne Central,38228,4.0
2017,February,24,Princes Bridge,35491,5.0
2017,February,24,Bourke Street Mall (North),33680,6.0
2017,February,24,Bourke Street Mall (South),29491,7.0
2017,February,24,Flagstaff Station,28214,8.0
2017,February,24,The Arts Centre,25656,9.0
2017,February,24,State Library,24983,10.0
2017,February,25,Southbank,47027,1.0
2017,February,25,Melbourne Central,40635,2.0
2017,February,25,Princes Bridge,37071,3.0
2017,February,25,Bourke Street Mall (North),36265,4.0
2017,February,25,Flinders Street Station Underpass,29807,5.0
2017,February,25,State Library,28325,6.0
2017,February,25,Bourke Street Mall (South),28004,7.0
2017,February,25,The Arts Centre,24599,8.0
2017,February,25,Bourke St-Russell St (West),21896,9.0
2017,February,25,Chinatown-Swanston St (North),21842,10.0
2017,February,26,Southbank,43089,1.0
2017,February,26,Princes Bridge,39531,2.0
2017,February,26,Melbourne Central,33638,3.0
2017,February,26,Bourke Street Mall (North),32276,4.0
2017,February,26,Flinders Street Station Underpass,29392,5.0
2017,February,26,The Arts Centre,29295,6.0
2017,February,26,State Library,25049,7.0
2017,February,26,Bourke Street Mall (South),22332,8.0
2017,February,26,Chinatown-Swanston St (North),19576,9.0
2017,February,26,Bourke St-Russell St (West),18671,10.0
2017,February,27,Spencer St-Collins St (North),39216,1.0
2017,February,27,Southbank,38105,2.0
2017,February,27,Flinders Street Station Underpass,37391,3.0
2017,February,27,Melbourne Central,31236,4.0
2017,February,27,Bourke Street Mall (North),30812,5.0
2017,February,27,Flagstaff Station,30236,6.0
2017,February,27,Princes Bridge,27309,7.0
2017,February,27,State Library,25877,8.0
2017,February,27,Southern Cross Station,22953,9.0
2017,February,27,Bourke Street Mall (South),21384,10.0
2017,February,28,Southbank,41271,1.0
2017,February,28,Spencer St-Collins St (North),39484,2.0
2017,February,28,Flinders Street Station Underpass,38205,3.0
2017,February,28,Flagstaff Station,31665,4.0
2017,February,28,Melbourne Central,31547,5.0
2017,February,28,Bourke Street Mall (North),30814,6.0
2017,February,28,Princes Bridge,29592,7.0
2017,February,28,State Library,24597,8.0
2017,February,28,Southern Cross Station,23988,9.0
2017,February,28,The Arts Centre,23661,10.0
2017,January,1,Flinders St-Swanston St (West),61152,1.0
2017,January,1,Southbank,50100,2.0
2017,January,1,Princes Bridge,38353,3.0
2017,January,1,Flinders Street Station Underpass,34428,4.0
2017,January,1,City Square,25690,5.0
2017,January,1,Bourke Street Mall (North),23332,6.0
2017,January,1,Bourke Street Mall (South),20154,7.0
2017,January,1,The Arts Centre,18780,8.0
2017,January,1,Bourke St-Russell St (West),17442,9.0
2017,January,1,Spencer St-Collins St (North),16774,10.0
2017,January,2,Flinders St-Swanston St (West),40329,1.0
2017,January,2,Southbank,30764,2.0
2017,January,2,Bourke Street Mall (North),25440,3.0
2017,January,2,Bourke Street Mall (South),23581,4.0
2017,January,2,Princes Bridge,22952,5.0
2017,January,2,Flinders Street Station Underpass,21159,6.0
2017,January,2,City Square,16184,7.0
2017,January,2,State Library,15365,8.0
2017,January,2,Bourke St-Russell St (West),14237,9.0
2017,January,2,Chinatown-Swanston St (North),14201,10.0
2017,January,3,Flinders St-Swanston St (West),54242,1.0
2017,January,3,Southbank,46319,2.0
2017,January,3,Flinders Street Station Underpass,33973,3.0
2017,January,3,Bourke Street Mall (North),33435,4.0
2017,January,3,Princes Bridge,31020,5.0
2017,January,3,Bourke Street Mall (South),27270,6.0
2017,January,3,Spencer St-Collins St (North),25790,7.0
2017,January,3,City Square,23595,8.0
2017,January,3,The Arts Centre,20866,9.0
2017,January,3,State Library,19324,10.0
2017,January,4,Flinders St-Swanston St (West),54131,1.0
2017,January,4,Southbank,44728,2.0
2017,January,4,Flinders Street Station Underpass,35777,3.0
2017,January,4,Bourke Street Mall (North),33839,4.0
2017,January,4,Princes Bridge,31191,5.0
2017,January,4,Bourke Street Mall (South),27297,6.0
2017,January,4,Spencer St-Collins St (North),27146,7.0
2017,January,4,City Square,24324,8.0
2017,January,4,The Arts Centre,22536,9.0
2017,January,4,State Library,18323,10.0
2017,January,5,Flinders St-Swanston St (West),52796,1.0
2017,January,5,Southbank,42075,2.0
2017,January,5,Flinders Street Station Underpass,34791,3.0
2017,January,5,Bourke Street Mall (North),33906,4.0
2017,January,5,Princes Bridge,30102,5.0
2017,January,5,Spencer St-Collins St (North),28071,6.0
2017,January,5,Bourke Street Mall (South),26826,7.0
2017,January,5,City Square,23611,8.0
2017,January,5,The Arts Centre,21603,9.0
2017,January,5,Collins St (North),18057,10.0
2017,January,6,Southbank,44678,1.0
2017,January,6,Flinders Street Station Underpass,36438,2.0
2017,January,6,Bourke Street Mall (North),34193,3.0
2017,January,6,Princes Bridge,32500,4.0
2017,January,6,Spencer St-Collins St (North),28130,5.0
2017,January,6,Bourke Street Mall (South),27535,6.0
2017,January,6,City Square,23795,7.0
2017,January,6,The Arts Centre,23097,8.0
2017,January,6,Collins St (North),17937,9.0
2017,January,6,State Library,17392,10.0
2017,January,7,Southbank,35690,1.0
2017,January,7,Princes Bridge,26950,2.0
2017,January,7,Bourke Street Mall (North),23526,3.0
2017,January,7,Flinders Street Station Underpass,23169,4.0
2017,January,7,Bourke Street Mall (South),20058,5.0
2017,January,7,The Arts Centre,19942,6.0
2017,January,7,City Square,17342,7.0
2017,January,7,Spencer St-Collins St (North),16262,8.0
2017,January,7,State Library,14611,9.0
2017,January,7,Chinatown-Swanston St (North),13531,10.0
2017,January,8,Southbank,34773,1.0
2017,January,8,Princes Bridge,26487,2.0
2017,January,8,The Arts Centre,22392,3.0
2017,January,8,Flinders Street Station Underpass,21390,4.0
2017,January,8,Bourke Street Mall (North),18832,5.0
2017,January,8,Bourke Street Mall (South),18476,6.0
2017,January,8,City Square,18391,7.0
2017,January,8,State Library,14536,8.0
2017,January,8,Chinatown-Swanston St (North),12594,9.0
2017,January,8,Spencer St-Collins St (North),12414,10.0
2017,January,9,Southbank,42282,1.0
2017,January,9,Flinders Street Station Underpass,36071,2.0
2017,January,9,Princes Bridge,32951,3.0
2017,January,9,Spencer St-Collins St (North),32296,4.0
2017,January,9,Bourke Street Mall (South),25592,5.0
2017,January,9,The Arts Centre,25533,6.0
2017,January,9,City Square,24965,7.0
2017,January,9,Bourke Street Mall (North),24207,8.0
2017,January,9,Flagstaff Station,22825,9.0
2017,January,9,State Library,19694,10.0
2017,January,10,Southbank,44671,1.0
2017,January,10,Flinders Street Station Underpass,37378,2.0
2017,January,10,Spencer St-Collins St (North),33092,3.0
2017,January,10,Bourke Street Mall (North),30234,4.0
2017,January,10,Princes Bridge,29691,5.0
2017,January,10,Bourke Street Mall (South),25933,6.0
2017,January,10,City Square,24909,7.0
2017,January,10,Flagstaff Station,23750,8.0
2017,January,10,The Arts Centre,22872,9.0
2017,January,10,Collins St (North),18834,10.0
2017,January,11,Southbank,45547,1.0
2017,January,11,Flinders Street Station Underpass,38414,2.0
2017,January,11,Spencer St-Collins St (North),32720,3.0
2017,January,11,Princes Bridge,31485,4.0
2017,January,11,Bourke Street Mall (North),30066,5.0
2017,January,11,Bourke Street Mall (South),27511,6.0
2017,January,11,City Square,26863,7.0
2017,January,11,The Arts Centre,26159,8.0
2017,January,11,Flagstaff Station,23369,9.0
2017,January,11,Collins St (North),19575,10.0
2017,January,12,Southbank,46623,1.0
2017,January,12,Flinders Street Station Underpass,39853,2.0
2017,January,12,Spencer St-Collins St (North),35407,3.0
2017,January,12,Bourke Street Mall (North),35094,4.0
2017,January,12,Princes Bridge,32844,5.0
2017,January,12,Bourke Street Mall (South),28385,6.0
2017,January,12,The Arts Centre,26554,7.0
2017,January,12,City Square,26497,8.0
2017,January,12,Flagstaff Station,23354,9.0
2017,January,12,Collins St (North),19898,10.0
2017,January,13,Southbank,41622,1.0
2017,January,13,Flinders Street Station Underpass,37127,2.0
2017,January,13,Bourke Street Mall (North),34017,3.0
2017,January,13,Spencer St-Collins St (North),33321,4.0
2017,January,13,Princes Bridge,31504,5.0
2017,January,13,Bourke Street Mall (South),26978,6.0
2017,January,13,The Arts Centre,24537,7.0
2017,January,13,Flagstaff Station,23131,8.0
2017,January,13,City Square,22440,9.0
2017,January,13,Collins St (North),19333,10.0
2017,January,14,Southbank,42927,1.0
2017,January,14,Princes Bridge,35116,2.0
2017,January,14,Bourke Street Mall (North),28245,3.0
2017,January,14,Flinders Street Station Underpass,27381,4.0
2017,January,14,City Square,27333,5.0
2017,January,14,Bourke Street Mall (South),25766,6.0
2017,January,14,The Arts Centre,25631,7.0
2017,January,14,Birrarung Marr,20943,8.0
2017,January,14,State Library,17730,9.0
2017,January,14,Bourke St-Russell St (West),16567,10.0
2017,January,15,St Kilda Rd-Alexandra Gardens,43454,1.0
2017,January,15,Southbank,43422,2.0
2017,January,15,Princes Bridge,37836,3.0
2017,January,15,Birrarung Marr,28456,4.0
2017,January,15,The Arts Centre,26586,5.0
2017,January,15,Bourke Street Mall (North),25974,6.0
2017,January,15,Flinders Street Station Underpass,25258,7.0
2017,January,15,City Square,25091,8.0
2017,January,15,Bourke Street Mall (South),21641,9.0
2017,January,15,State Library,15687,10.0
2017,January,16,Southbank,43301,1.0
2017,January,16,Birrarung Marr,37887,2.0
2017,January,16,Flinders Street Station Underpass,36817,3.0
2017,January,16,Spencer St-Collins St (North),34664,4.0
2017,January,16,Bourke Street Mall (North),30995,5.0
2017,January,16,Princes Bridge,28544,6.0
2017,January,16,City Square,24266,7.0
2017,January,16,Flagstaff Station,24142,8.0
2017,January,16,Bourke Street Mall (South),23884,9.0
2017,January,16,The Arts Centre,20668,10.0
2017,January,17,Southbank,43821,1.0
2017,January,17,Birrarung Marr,39948,2.0
2017,January,17,Flinders Street Station Underpass,36634,3.0
2017,January,17,Spencer St-Collins St (North),34887,4.0
2017,January,17,Princes Bridge,27893,5.0
2017,January,17,Flagstaff Station,24348,6.0
2017,January,17,Bourke Street Mall (North),23472,7.0
2017,January,17,City Square,23061,8.0
2017,January,17,Bourke Street Mall (South),22032,9.0
2017,January,17,The Arts Centre,19186,10.0
2017,January,18,Southbank,47404,1.0
2017,January,18,Birrarung Marr,44695,2.0
2017,January,18,Flinders Street Station Underpass,39661,3.0
2017,January,18,Spencer St-Collins St (North),35571,4.0
2017,January,18,Princes Bridge,33739,5.0
2017,January,18,Bourke Street Mall (North),30746,6.0
2017,January,18,City Square,29201,7.0
2017,January,18,Bourke Street Mall (South),26512,8.0
2017,January,18,Flagstaff Station,24597,9.0
2017,January,18,The Arts Centre,24334,10.0
2017,January,19,Southbank,50826,1.0
2017,January,19,Birrarung Marr,45953,2.0
2017,January,19,Flinders Street Station Underpass,41152,3.0
2017,January,19,Spencer St-Collins St (North),35978,4.0
2017,January,19,Princes Bridge,34353,5.0
2017,January,19,Bourke Street Mall (North),33862,6.0
2017,January,19,City Square,29505,7.0
2017,January,19,Bourke Street Mall (South),28698,8.0
2017,January,19,The Arts Centre,27111,9.0
2017,January,19,Flagstaff Station,24401,10.0
2017,January,20,City Square,48944,1.0
2017,January,20,Southbank,47900,2.0
2017,January,20,Princes Bridge,45031,3.0
2017,January,20,Birrarung Marr,40201,4.0
2017,January,20,The Arts Centre,39727,5.0
2017,January,20,Flinders Street Station Underpass,38564,6.0
2017,January,20,Spencer St-Collins St (North),36119,7.0
2017,January,20,Bourke St-Russell St (West),26725,8.0
2017,January,20,Flagstaff Station,26332,9.0
2017,January,20,Collins St (North),21802,10.0
2017,January,21,Birrarung Marr,57781,1.0
2017,January,21,Southbank,51517,2.0
2017,January,21,Princes Bridge,44016,3.0
2017,January,21,The Arts Centre,34153,4.0
2017,January,21,Bourke Street Mall (North),30217,5.0
2017,January,21,Flinders Street Station Underpass,28990,6.0
2017,January,21,City Square,28440,7.0
2017,January,21,Bourke Street Mall (South),26659,8.0
2017,January,21,St Kilda Rd-Alexandra Gardens,19381,9.0
2017,January,21,State Library,18035,10.0
2017,January,22,Southbank,44703,1.0
2017,January,22,Birrarung Marr,40087,2.0
2017,January,22,Bourke Street Mall (North),32591,3.0
2017,January,22,Princes Bridge,32456,4.0
2017,January,22,Flinders Street Station Underpass,26312,5.0
2017,January,22,The Arts Centre,26269,6.0
2017,January,22,Bourke Street Mall (South),23400,7.0
2017,January,22,City Square,22427,8.0
2017,January,22,Spencer St-Collins St (North),14661,9.0
2017,January,22,St Kilda Rd-Alexandra Gardens,14354,10.0
2017,January,23,Southbank,40267,1.0
2017,January,23,Flinders Street Station Underpass,37293,2.0
2017,January,23,Spencer St-Collins St (North),34807,3.0
2017,January,23,Bourke Street Mall (North),29947,4.0
2017,January,23,Bourke Street Mall (South),28346,5.0
2017,January,23,Princes Bridge,26082,6.0
2017,January,23,Flagstaff Station,25071,7.0
2017,January,23,Birrarung Marr,23882,8.0
2017,January,23,City Square,22656,9.0
2017,January,23,Southern Cross Station,19472,10.0
2017,January,24,Southbank,49921,1.0
2017,January,24,Flinders Street Station Underpass,39123,2.0
2017,January,24,Princes Bridge,35731,3.0
2017,January,24,Spencer St-Collins St (North),35318,4.0
2017,January,24,Bourke Street Mall (North),33857,5.0
2017,January,24,Birrarung Marr,30203,6.0
2017,January,24,Bourke Street Mall (South),29976,7.0
2017,January,24,The Arts Centre,28613,8.0
2017,January,24,Flagstaff Station,26623,9.0
2017,January,24,Southern Cross Station,19784,10.0
2017,January,25,Southbank,50190,1.0
2017,January,25,Flinders Street Station Underpass,41607,2.0
2017,January,25,Princes Bridge,37994,3.0
2017,January,25,Spencer St-Collins St (North),36907,4.0
2017,January,25,Bourke Street Mall (North),36726,5.0
2017,January,25,Melbourne Central,31481,6.0
2017,January,25,Bourke Street Mall (South),31282,7.0
2017,January,25,Birrarung Marr,28939,8.0
2017,January,25,The Arts Centre,27016,9.0
2017,January,25,Flagstaff Station,26612,10.0
2017,January,26,Southbank,47170,1.0
2017,January,26,Princes Bridge,45063,2.0
2017,January,26,Birrarung Marr,37170,3.0
2017,January,26,Melbourne Central,31749,4.0
2017,January,26,St Kilda Rd-Alexandra Gardens,28583,5.0
2017,January,26,Bourke Street Mall (North),27762,6.0
2017,January,26,The Arts Centre,27727,7.0
2017,January,26,Flinders Street Station Underpass,27259,8.0
2017,January,26,Bourke Street Mall (South),24860,9.0
2017,January,26,New Quay,24496,10.0
2017,January,27,Southbank,53995,1.0
2017,January,27,Flinders Street Station Underpass,40469,2.0
2017,January,27,Bourke Street Mall (North),37341,3.0
2017,January,27,Princes Bridge,37298,4.0
2017,January,27,Bourke Street Mall (South),30641,5.0
2017,January,27,Melbourne Central,29899,6.0
2017,January,27,Spencer St-Collins St (North),29846,7.0
2017,January,27,The Arts Centre,25580,8.0
2017,January,27,Birrarung Marr,21010,9.0
2017,January,27,Collins St (North),19634,10.0
2017,January,28,Southbank,64378,1.0
2017,January,28,Princes Bridge,43846,2.0
2017,January,28,Flinders Street Station Underpass,36528,3.0
2017,January,28,Bourke Street Mall (North),34049,4.0
2017,January,28,Melbourne Central,30952,5.0
2017,January,28,Birrarung Marr,27913,6.0
2017,January,28,Bourke Street Mall (South),27056,7.0
2017,January,28,The Arts Centre,22212,8.0
2017,January,28,Chinatown-Swanston St (North),21613,9.0
2017,January,28,Bourke St-Russell St (West),18477,10.0
2017,January,29,Southbank,51281,1.0
2017,January,29,Princes Bridge,35608,2.0
2017,January,29,Bourke Street Mall (North),30968,3.0
2017,January,29,Flinders Street Station Underpass,30664,4.0
2017,January,29,Melbourne Central,28991,5.0
2017,January,29,Birrarung Marr,27675,6.0
2017,January,29,Bourke St-Russell St (West),26058,7.0
2017,January,29,The Arts Centre,25912,8.0
2017,January,29,Bourke Street Mall (South),21349,9.0
2017,January,29,Chinatown-Swanston St (North),20009,10.0
2017,January,30,Southbank,36295,1.0
2017,January,30,Flinders Street Station Underpass,33626,2.0
2017,January,30,Spencer St-Collins St (North),33535,3.0
2017,January,30,Bourke Street Mall (North),26845,4.0
2017,January,30,Flagstaff Station,26012,5.0
2017,January,30,Melbourne Central,24416,6.0
2017,January,30,Princes Bridge,23700,7.0
2017,January,30,Bourke Street Mall (South),21702,8.0
2017,January,30,Southern Cross Station,20475,9.0
2017,January,30,The Arts Centre,17342,10.0
2017,January,31,Southbank,41193,1.0
2017,January,31,Flinders Street Station Underpass,38102,2.0
2017,January,31,Spencer St-Collins St (North),34996,3.0
2017,January,31,Bourke Street Mall (North),28419,4.0
2017,January,31,Princes Bridge,27799,5.0
2017,January,31,Flagstaff Station,27503,6.0
2017,January,31,Melbourne Central,27187,7.0
2017,January,31,The Arts Centre,23218,8.0
2017,January,31,Bourke Street Mall (South),23042,9.0
2017,January,31,Southern Cross Station,20978,10.0
2017,July,1,Flinders La-Swanston St (West),48313,1.0
2017,July,1,Southbank,43875,2.0
2017,July,1,Town Hall (West),36464,3.0
2017,July,1,Bourke Street Mall (North),35234,4.0
2017,July,1,Flinders St-Elizabeth St (East),33815,5.0
2017,July,1,Melbourne Central,32627,6.0
2017,July,1,Flinders Street Station Underpass,31396,7.0
2017,July,1,The Arts Centre,28604,8.0
2017,July,1,Melbourne Convention Exhibition Centre,25397,9.0
2017,July,1,Bourke Street Mall (South),25310,10.0
2017,July,2,Flinders La-Swanston St (West),41932,1.0
2017,July,2,Southbank,38803,2.0
2017,July,2,Bourke Street Mall (North),31317,3.0
2017,July,2,Town Hall (West),30679,4.0
2017,July,2,Flinders St-Elizabeth St (East),29574,5.0
2017,July,2,Melbourne Central,27905,6.0
2017,July,2,Flinders Street Station Underpass,27180,7.0
2017,July,2,The Arts Centre,26813,8.0
2017,July,2,Bourke Street Mall (South),21973,9.0
2017,July,2,New Quay,21643,10.0
2017,July,3,Flinders La-Swanston St (West),48799,1.0
2017,July,3,Spencer St-Collins St (North),36812,2.0
2017,July,3,Flinders St-Elizabeth St (East),36407,3.0
2017,July,3,Flinders Street Station Underpass,35607,4.0
2017,July,3,Southbank,35130,5.0
2017,July,3,Town Hall (West),33094,6.0
2017,July,3,Bourke Street Mall (North),30999,7.0
2017,July,3,The Arts Centre,30034,8.0
2017,July,3,Melbourne Central,26559,9.0
2017,July,3,Bourke Street Mall (South),23566,10.0
2017,July,4,Flinders La-Swanston St (West),50185,1.0
2017,July,4,Southbank,41506,2.0
2017,July,4,Spencer St-Collins St (North),38027,3.0
2017,July,4,Flinders St-Elizabeth St (East),37806,4.0
2017,July,4,Flinders Street Station Underpass,37507,5.0
2017,July,4,Town Hall (West),35595,6.0
2017,July,4,Bourke Street Mall (North),32365,7.0
2017,July,4,The Arts Centre,31802,8.0
2017,July,4,Melbourne Central,29731,9.0
2017,July,4,Bourke Street Mall (South),24608,10.0
2017,July,5,Flinders La-Swanston St (West),53322,1.0
2017,July,5,Southbank,42434,2.0
2017,July,5,Flinders St-Elizabeth St (East),39407,3.0
2017,July,5,Flinders Street Station Underpass,38836,4.0
2017,July,5,Spencer St-Collins St (North),38650,5.0
2017,July,5,Town Hall (West),38035,6.0
2017,July,5,Bourke Street Mall (North),34388,7.0
2017,July,5,The Arts Centre,33140,8.0
2017,July,5,Melbourne Central,31271,9.0
2017,July,5,Bourke Street Mall (South),26380,10.0
2017,July,6,Flinders La-Swanston St (West),54167,1.0
2017,July,6,Southbank,45735,2.0
2017,July,6,Flinders Street Station Underpass,41725,3.0
2017,July,6,Flinders St-Elizabeth St (East),40027,4.0
2017,July,6,Town Hall (West),39145,5.0
2017,July,6,Spencer St-Collins St (North),38823,6.0
2017,July,6,Bourke Street Mall (North),36278,7.0
2017,July,6,The Arts Centre,35169,8.0
2017,July,6,Melbourne Central,31347,9.0
2017,July,6,Bourke Street Mall (South),28856,10.0
2017,July,7,Flinders La-Swanston St (West),63314,1.0
2017,July,7,Southbank,53007,2.0
2017,July,7,Town Hall (West),48176,3.0
2017,July,7,Flinders Street Station Underpass,44795,4.0
2017,July,7,Flinders St-Elizabeth St (East),44095,5.0
2017,July,7,Spencer St-Collins St (North),41684,6.0
2017,July,7,Bourke Street Mall (North),41489,7.0
2017,July,7,The Arts Centre,38656,8.0
2017,July,7,Melbourne Central,38384,9.0
2017,July,7,Bourke Street Mall (South),32468,10.0
2017,July,8,Flinders La-Swanston St (West),51680,1.0
2017,July,8,Southbank,47357,2.0
2017,July,8,Town Hall (West),41213,3.0
2017,July,8,Bourke Street Mall (North),35018,4.0
2017,July,8,Melbourne Central,34477,5.0
2017,July,8,The Arts Centre,31630,6.0
2017,July,8,Flinders Street Station Underpass,30117,7.0
2017,July,8,Bourke Street Mall (South),27673,8.0
2017,July,8,Little Collins St-Swanston St (East),23659,9.0
2017,July,8,Spencer St-Collins St (North),22965,10.0
2017,July,9,Flinders La-Swanston St (West),45678,1.0
2017,July,9,Southbank,41796,2.0
2017,July,9,The Arts Centre,34802,3.0
2017,July,9,Town Hall (West),33078,4.0
2017,July,9,Bourke Street Mall (North),30307,5.0
2017,July,9,Melbourne Central,29158,6.0
2017,July,9,Flinders Street Station Underpass,25946,7.0
2017,July,9,Bourke Street Mall (South),22676,8.0
2017,July,9,Little Collins St-Swanston St (East),21759,9.0
2017,July,9,Spencer St-Collins St (North),17791,10.0
2017,July,10,Flinders La-Swanston St (West),50816,1.0
2017,July,10,Southbank,41502,2.0
2017,July,10,Flinders Street Station Underpass,37479,3.0
2017,July,10,Spencer St-Collins St (North),36983,4.0
2017,July,10,Town Hall (West),35946,5.0
2017,July,10,The Arts Centre,35484,6.0
2017,July,10,Bourke Street Mall (North),31791,7.0
2017,July,10,Melbourne Central,29567,8.0
2017,July,10,Bourke Street Mall (South),25382,9.0
2017,July,10,Little Collins St-Swanston St (East),22538,10.0
2017,July,11,Flinders La-Swanston St (West),51487,1.0
2017,July,11,Southbank,44758,2.0
2017,July,11,Flinders Street Station Underpass,39872,3.0
2017,July,11,The Arts Centre,38912,4.0
2017,July,11,Spencer St-Collins St (North),38560,5.0
2017,July,11,Town Hall (West),36472,6.0
2017,July,11,Bourke Street Mall (North),32328,7.0
2017,July,11,Melbourne Central,31540,8.0
2017,July,11,Bourke Street Mall (South),24648,9.0
2017,July,11,Little Collins St-Swanston St (East),23083,10.0
2017,July,12,Flinders La-Swanston St (West),52911,1.0
2017,July,12,Southbank,44574,2.0
2017,July,12,Flinders Street Station Underpass,39948,3.0
2017,July,12,Spencer St-Collins St (North),38753,4.0
2017,July,12,Town Hall (West),37371,5.0
2017,July,12,The Arts Centre,35980,6.0
2017,July,12,Bourke Street Mall (North),33521,7.0
2017,July,12,Melbourne Central,31924,8.0
2017,July,12,Bourke Street Mall (South),26131,9.0
2017,July,12,Little Collins St-Swanston St (East),23442,10.0
2017,July,13,Flinders La-Swanston St (West),55316,1.0
2017,July,13,Spencer St-Collins St (North),39618,2.0
2017,July,13,Southbank,39285,3.0
2017,July,13,Town Hall (West),38761,4.0
2017,July,13,Flinders Street Station Underpass,37838,5.0
2017,July,13,Bourke Street Mall (North),35552,6.0
2017,July,13,Melbourne Central,31649,7.0
2017,July,13,Bourke Street Mall (South),26943,8.0
2017,July,13,Little Collins St-Swanston St (East),23161,9.0
2017,July,13,The Arts Centre,22575,10.0
2017,July,14,Flinders La-Swanston St (West),54911,1.0
2017,July,14,Southbank,44032,2.0
2017,July,14,Spencer St-Collins St (North),42357,3.0
2017,July,14,Flinders Street Station Underpass,41705,4.0
2017,July,14,Town Hall (West),41629,5.0
2017,July,14,Bourke Street Mall (North),38686,6.0
2017,July,14,Melbourne Central,34859,7.0
2017,July,14,Bourke Street Mall (South),29710,8.0
2017,July,14,Little Collins St-Swanston St (East),24236,9.0
2017,July,14,State Library,22766,10.0
2017,July,15,Flinders La-Swanston St (West),48683,1.0
2017,July,15,Southbank,46482,2.0
2017,July,15,Town Hall (West),38953,3.0
2017,July,15,Bourke Street Mall (North),34833,4.0
2017,July,15,Melbourne Central,34057,5.0
2017,July,15,Flinders Street Station Underpass,29165,6.0
2017,July,15,Bourke Street Mall (South),26261,7.0
2017,July,15,Little Collins St-Swanston St (East),22739,8.0
2017,July,15,The Arts Centre,21459,9.0
2017,July,15,Birrarung Marr,20912,10.0
2017,July,16,Flinders La-Swanston St (West),36290,1.0
2017,July,16,Southbank,27854,2.0
2017,July,16,Bourke Street Mall (North),27415,3.0
2017,July,16,Town Hall (West),26256,4.0
2017,July,16,Melbourne Central,24990,5.0
2017,July,16,Flinders Street Station Underpass,20549,6.0
2017,July,16,Bourke Street Mall (South),18926,7.0
2017,July,16,Spencer St-Collins St (North),16447,8.0
2017,July,16,Little Collins St-Swanston St (East),15744,9.0
2017,July,16,State Library,15318,10.0
2017,July,17,Flinders La-Swanston St (West),42431,1.0
2017,July,17,Spencer St-Collins St (North),36019,2.0
2017,July,17,Flinders Street Station Underpass,33457,3.0
2017,July,17,Southbank,31152,4.0
2017,July,17,Town Hall (West),29875,5.0
2017,July,17,Melbourne Central,28007,6.0
2017,July,17,Bourke Street Mall (North),27873,7.0
2017,July,17,Southern Cross Station,21911,8.0
2017,July,17,Bourke Street Mall (South),20463,9.0
2017,July,17,State Library,20070,10.0
2017,July,18,Flinders La-Swanston St (West),43637,1.0
2017,July,18,Spencer St-Collins St (North),36886,2.0
2017,July,18,Flinders Street Station Underpass,34132,3.0
2017,July,18,Southbank,32628,4.0
2017,July,18,Town Hall (West),29426,5.0
2017,July,18,Melbourne Central,28349,6.0
2017,July,18,Bourke Street Mall (North),27728,7.0
2017,July,18,Southern Cross Station,22775,8.0
2017,July,18,State Library,20107,9.0
2017,July,18,Bourke Street Mall (South),19502,10.0
2017,July,19,Flinders La-Swanston St (West),45762,1.0
2017,July,19,Spencer St-Collins St (North),37847,2.0
2017,July,19,Flinders Street Station Underpass,34120,3.0
2017,July,19,Southbank,31386,4.0
2017,July,19,Town Hall (West),30454,5.0
2017,July,19,Melbourne Central,30237,6.0
2017,July,19,Bourke Street Mall (North),28372,7.0
2017,July,19,Southern Cross Station,22211,8.0
2017,July,19,State Library,21042,9.0
2017,July,19,Bourke Street Mall (South),20516,10.0
2017,July,20,Flinders La-Swanston St (West),46069,1.0
2017,July,20,Spencer St-Collins St (North),37239,2.0
2017,July,20,Flinders Street Station Underpass,34366,3.0
2017,July,20,Town Hall (West),32189,4.0
2017,July,20,Southbank,31212,5.0
2017,July,20,Bourke Street Mall (North),29069,6.0
2017,July,20,Melbourne Central,26532,7.0
2017,July,20,Southern Cross Station,22560,8.0
2017,July,20,Bourke Street Mall (South),20768,9.0
