Year,Month,Mdate,Sensor_Name,Count,Rank
2012,April,30,Princes Bridge,18049,8.0
2012,April,30,Australia on Collins,16713,9.0
2012,April,30,Southern Cross Station,14539,10.0
2012,August,1,Town Hall (West),32129,1.0
2012,August,1,Melbourne Central,30262,2.0
2012,August,1,Flinders Street Station Underpass,29164,3.0
2012,August,1,Flagstaff Station,25355,4.0
2012,August,1,Bourke Street Mall (South),22809,5.0
2012,August,1,Bourke Street Mall (North),22080,6.0
2012,August,1,State Library,21602,7.0
2012,August,1,Princes Bridge,21276,8.0
2012,August,1,Australia on Collins,16850,9.0
2012,August,1,Southern Cross Station,15557,10.0
2012,August,2,Town Hall (West),33775,1.0
2012,August,2,Melbourne Central,29623,2.0
2012,August,2,Flinders Street Station Underpass,28833,3.0
2012,August,2,Flagstaff Station,24892,4.0
2012,August,2,Bourke Street Mall (North),24236,5.0
2012,August,2,Bourke Street Mall (South),23600,6.0
2012,August,2,State Library,21198,7.0
2012,August,2,Princes Bridge,20932,8.0
2012,August,2,Australia on Collins,18649,9.0
2012,August,2,Southern Cross Station,15774,10.0
2012,August,3,Town Hall (West),43913,1.0
2012,August,3,Melbourne Central,37733,2.0
2012,August,3,Flinders Street Station Underpass,33414,3.0
2012,August,3,Bourke Street Mall (South),32497,4.0
2012,August,3,Bourke Street Mall (North),32486,5.0
2012,August,3,State Library,24912,6.0
2012,August,3,Princes Bridge,24768,7.0
2012,August,3,Flagstaff Station,23445,8.0
2012,August,3,Australia on Collins,22320,9.0
2012,August,3,Southern Cross Station,15686,10.0
2012,August,4,Town Hall (West),37683,1.0
2012,August,4,Melbourne Central,36212,2.0
2012,August,4,Bourke Street Mall (South),27579,3.0
2012,August,4,Bourke Street Mall (North),26946,4.0
2012,August,4,Princes Bridge,22309,5.0
2012,August,4,Flinders Street Station Underpass,22020,6.0
2012,August,4,State Library,20747,7.0
2012,August,4,Australia on Collins,15959,8.0
2012,August,4,Birrarung Marr,11005,9.0
2012,August,4,Sandridge Bridge,7692,10.0
2012,August,5,Town Hall (West),27330,1.0
2012,August,5,Melbourne Central,26139,2.0
2012,August,5,Bourke Street Mall (South),21581,3.0
2012,August,5,Bourke Street Mall (North),21410,4.0
2012,August,5,Princes Bridge,18451,5.0
2012,August,5,Flinders Street Station Underpass,17356,6.0
2012,August,5,State Library,15621,7.0
2012,August,5,Australia on Collins,11233,8.0
2012,August,5,Sandridge Bridge,6507,9.0
2012,August,5,New Quay,4677,10.0
2012,August,6,Town Hall (West),31020,1.0
2012,August,6,Flinders Street Station Underpass,28211,2.0
2012,August,6,Melbourne Central,27890,3.0
2012,August,6,Flagstaff Station,24796,4.0
2012,August,6,Princes Bridge,22198,5.0
2012,August,6,Bourke Street Mall (North),22056,6.0
2012,August,6,Bourke Street Mall (South),21835,7.0
2012,August,6,State Library,20423,8.0
2012,August,6,Australia on Collins,17744,9.0
2012,August,6,Southern Cross Station,14846,10.0
2012,August,7,Town Hall (West),31595,1.0
2012,August,7,Melbourne Central,30315,2.0
2012,August,7,Flinders Street Station Underpass,29303,3.0
2012,August,7,Flagstaff Station,25961,4.0
2012,August,7,Bourke Street Mall (North),22699,5.0
2012,August,7,Bourke Street Mall (South),22124,6.0
2012,August,7,State Library,21912,7.0
2012,August,7,Princes Bridge,19035,8.0
2012,August,7,Australia on Collins,17398,9.0
2012,August,7,Southern Cross Station,15666,10.0
2012,August,8,Town Hall (West),27898,1.0
2012,August,8,Flinders Street Station Underpass,25921,2.0
2012,August,8,Melbourne Central,25279,3.0
2012,August,8,Flagstaff Station,24547,4.0
2012,August,8,State Library,20747,5.0
2012,August,8,Bourke Street Mall (South),20007,6.0
2012,August,8,Bourke Street Mall (North),19676,7.0
2012,August,8,Princes Bridge,17346,8.0
2012,August,8,Australia on Collins,15525,9.0
2012,August,8,Southern Cross Station,14442,10.0
2012,August,9,Town Hall (West),33014,1.0
2012,August,9,Melbourne Central,27523,2.0
2012,August,9,Flinders Street Station Underpass,26684,3.0
2012,August,9,Flagstaff Station,24333,4.0
2012,August,9,Bourke Street Mall (North),23050,5.0
2012,August,9,Bourke Street Mall (South),22726,6.0
2012,August,9,Princes Bridge,18484,7.0
2012,August,9,Australia on Collins,16345,8.0
2012,August,9,State Library,16048,9.0
2012,August,9,Southern Cross Station,15038,10.0
2012,August,10,Town Hall (West),41160,1.0
2012,August,10,Melbourne Central,35921,2.0
2012,August,10,Flinders Street Station Underpass,30462,3.0
2012,August,10,Bourke Street Mall (North),30417,4.0
2012,August,10,Bourke Street Mall (South),29736,5.0
2012,August,10,State Library,23842,6.0
2012,August,10,Flagstaff Station,23119,7.0
2012,August,10,Princes Bridge,21780,8.0
2012,August,10,Australia on Collins,19569,9.0
2012,August,10,Southern Cross Station,14683,10.0
2012,August,11,Town Hall (West),33540,1.0
2012,August,11,Melbourne Central,33500,2.0
2012,August,11,Bourke Street Mall (South),27237,3.0
2012,August,11,Bourke Street Mall (North),26017,4.0
2012,August,11,Princes Bridge,20031,5.0
2012,August,11,State Library,19862,6.0
2012,August,11,Flinders Street Station Underpass,19171,7.0
2012,August,11,Australia on Collins,15212,8.0
2012,August,11,Sandridge Bridge,6233,9.0
2012,August,11,Collins Place (South),6126,10.0
2012,August,12,Melbourne Central,31101,1.0
2012,August,12,Town Hall (West),28959,2.0
2012,August,12,Bourke Street Mall (North),22175,3.0
2012,August,12,Bourke Street Mall (South),22077,4.0
2012,August,12,State Library,20304,5.0
2012,August,12,Princes Bridge,20185,6.0
2012,August,12,Flinders Street Station Underpass,17869,7.0
2012,August,12,Australia on Collins,11132,8.0
2012,August,12,Sandridge Bridge,6930,9.0
2012,August,12,New Quay,6759,10.0
2012,August,13,Town Hall (West),31346,1.0
2012,August,13,Melbourne Central,28977,2.0
2012,August,13,Flinders Street Station Underpass,28414,3.0
2012,August,13,Flagstaff Station,25000,4.0
2012,August,13,Bourke Street Mall (South),22637,5.0
2012,August,13,Bourke Street Mall (North),22434,6.0
2012,August,13,State Library,20772,7.0
2012,August,13,Princes Bridge,19952,8.0
2012,August,13,Australia on Collins,17171,9.0
2012,August,13,Southern Cross Station,15146,10.0
2012,August,14,Town Hall (West),29619,1.0
2012,August,14,Flinders Street Station Underpass,27085,2.0
2012,August,14,Melbourne Central,26705,3.0
2012,August,14,Flagstaff Station,26488,4.0
2012,August,14,Bourke Street Mall (North),20967,5.0
2012,August,14,Bourke Street Mall (South),20480,6.0
2012,August,14,State Library,19906,7.0
2012,August,14,Princes Bridge,17526,8.0
2012,August,14,Australia on Collins,16513,9.0
2012,August,14,Southern Cross Station,15053,10.0
2012,August,15,Town Hall (West),31686,1.0
2012,August,15,Melbourne Central,28619,2.0
2012,August,15,Flinders Street Station Underpass,28078,3.0
2012,August,15,Flagstaff Station,25550,4.0
2012,August,15,Bourke Street Mall (North),22864,5.0
2012,August,15,Bourke Street Mall (South),22849,6.0
2012,August,15,State Library,20586,7.0
2012,August,15,Princes Bridge,20527,8.0
2012,August,15,Australia on Collins,16955,9.0
2012,August,15,Southern Cross Station,15609,10.0
2012,August,16,Town Hall (West),33957,1.0
2012,August,16,Melbourne Central,30712,2.0
2012,August,16,Flinders Street Station Underpass,29282,3.0
2012,August,16,Bourke Street Mall (North),26419,4.0
2012,August,16,Bourke Street Mall (South),24666,5.0
2012,August,16,Flagstaff Station,24337,6.0
2012,August,16,State Library,22464,7.0
2012,August,16,Princes Bridge,21858,8.0
2012,August,16,Australia on Collins,17888,9.0
2012,August,16,Southern Cross Station,15290,10.0
2012,August,17,Town Hall (West),38845,1.0
2012,August,17,Melbourne Central,34186,2.0
2012,August,17,Bourke Street Mall (North),31528,3.0
2012,August,17,Flinders Street Station Underpass,31344,4.0
2012,August,17,Bourke Street Mall (South),31235,5.0
2012,August,17,State Library,23472,6.0
2012,August,17,Flagstaff Station,23224,7.0
2012,August,17,Princes Bridge,21913,8.0
2012,August,17,Australia on Collins,20706,9.0
2012,August,17,Southern Cross Station,15461,10.0
2012,August,18,Town Hall (West),34853,1.0
2012,August,18,Melbourne Central,33595,2.0
2012,August,18,Bourke Street Mall (South),27205,3.0
2012,August,18,Bourke Street Mall (North),25607,4.0
2012,August,18,Princes Bridge,21036,5.0
2012,August,18,Flinders Street Station Underpass,20260,6.0
2012,August,18,State Library,19116,7.0
2012,August,18,Australia on Collins,14934,8.0
2012,August,18,Birrarung Marr,10539,9.0
2012,August,18,Sandridge Bridge,7013,10.0
2012,August,19,Melbourne Central,30694,1.0
2012,August,19,Town Hall (West),29767,2.0
2012,August,19,Bourke Street Mall (North),22553,3.0
2012,August,19,Bourke Street Mall (South),22235,4.0
2012,August,19,Princes Bridge,20649,5.0
2012,August,19,Flinders Street Station Underpass,18623,6.0
2012,August,19,State Library,18037,7.0
2012,August,19,Australia on Collins,11362,8.0
2012,August,19,Sandridge Bridge,6996,9.0
2012,August,19,New Quay,5387,10.0
2012,August,20,Town Hall (West),30691,1.0
2012,August,20,Melbourne Central,27851,2.0
2012,August,20,Flinders Street Station Underpass,27796,3.0
2012,August,20,Flagstaff Station,24389,4.0
2012,August,20,Bourke Street Mall (North),23281,5.0
2012,August,20,Bourke Street Mall (South),22538,6.0
2012,August,20,State Library,20644,7.0
2012,August,20,Princes Bridge,18089,8.0
2012,August,20,Australia on Collins,16608,9.0
2012,August,20,Southern Cross Station,14398,10.0
2012,August,21,Town Hall (West),31099,1.0
2012,August,21,Melbourne Central,28805,2.0
2012,August,21,Flinders Street Station Underpass,28372,3.0
2012,August,21,Flagstaff Station,25091,4.0
2012,August,21,Bourke Street Mall (South),22079,5.0
2012,August,21,Bourke Street Mall (North),21540,6.0
2012,August,21,State Library,20450,7.0
2012,August,21,Princes Bridge,20085,8.0
2012,August,21,Australia on Collins,16715,9.0
2012,August,21,Southern Cross Station,15359,10.0
2012,August,22,Town Hall (West),32348,1.0
2012,August,22,Melbourne Central,30091,2.0
2012,August,22,Flinders Street Station Underpass,28552,3.0
2012,August,22,Flagstaff Station,24766,4.0
2012,August,22,Bourke Street Mall (North),22562,5.0
2012,August,22,Bourke Street Mall (South),22238,6.0
2012,August,22,Princes Bridge,21945,7.0
2012,August,22,State Library,20872,8.0
2012,August,22,Australia on Collins,18057,9.0
2012,August,22,Southern Cross Station,15209,10.0
2012,August,23,Town Hall (West),32552,1.0
2012,August,23,Melbourne Central,29401,2.0
2012,August,23,Flinders Street Station Underpass,28105,3.0
2012,August,23,Bourke Street Mall (North),24985,4.0
2012,August,23,Bourke Street Mall (South),24684,5.0
2012,August,23,Flagstaff Station,24626,6.0
2012,August,23,State Library,21122,7.0
2012,August,23,Princes Bridge,20180,8.0
2012,August,23,Australia on Collins,18241,9.0
2012,August,23,Southern Cross Station,15309,10.0
2012,August,24,Town Hall (West),40436,1.0
2012,August,24,Melbourne Central,34769,2.0
2012,August,24,Flinders Street Station Underpass,31732,3.0
2012,August,24,Bourke Street Mall (North),30909,4.0
2012,August,24,Bourke Street Mall (South),29624,5.0
2012,August,24,State Library,24672,6.0
2012,August,24,Princes Bridge,24495,7.0
2012,August,24,Flagstaff Station,22366,8.0
2012,August,24,Australia on Collins,20402,9.0
2012,August,24,Southern Cross Station,14938,10.0
2012,August,25,Town Hall (West),34600,1.0
2012,August,25,Melbourne Central,32235,2.0
2012,August,25,Bourke Street Mall (South),26759,3.0
2012,August,25,Bourke Street Mall (North),26113,4.0
2012,August,25,Princes Bridge,22169,5.0
2012,August,25,Flinders Street Station Underpass,21066,6.0
2012,August,25,State Library,20162,7.0
2012,August,25,Australia on Collins,14942,8.0
2012,August,25,Sandridge Bridge,6843,9.0
2012,August,25,Collins Place (South),5639,10.0
2012,August,26,Town Hall (West),27419,1.0
2012,August,26,Melbourne Central,26108,2.0
2012,August,26,Bourke Street Mall (South),20968,3.0
2012,August,26,Bourke Street Mall (North),20768,4.0
2012,August,26,Princes Bridge,19900,5.0
2012,August,26,Flinders Street Station Underpass,17190,6.0
2012,August,26,State Library,16242,7.0
2012,August,26,Australia on Collins,11361,8.0
2012,August,26,Birrarung Marr,8273,9.0
2012,August,26,Sandridge Bridge,6164,10.0
2012,August,27,Town Hall (West),29718,1.0
2012,August,27,Flinders Street Station Underpass,28248,2.0
2012,August,27,Melbourne Central,24793,3.0
2012,August,27,Flagstaff Station,24333,4.0
2012,August,27,Bourke Street Mall (North),22443,5.0
2012,August,27,Bourke Street Mall (South),22069,6.0
2012,August,27,Princes Bridge,20031,7.0
2012,August,27,State Library,19605,8.0
2012,August,27,Australia on Collins,17141,9.0
2012,August,27,Southern Cross Station,15179,10.0
2012,August,28,Town Hall (West),30853,1.0
2012,August,28,Flinders Street Station Underpass,29295,2.0
2012,August,28,Melbourne Central,26715,3.0
2012,August,28,Flagstaff Station,25387,4.0
2012,August,28,Bourke Street Mall (South),22171,5.0
2012,August,28,Bourke Street Mall (North),22119,6.0
2012,August,28,State Library,20591,7.0
2012,August,28,Princes Bridge,18659,8.0
2012,August,28,Australia on Collins,17608,9.0
2012,August,28,Southern Cross Station,15920,10.0
2012,August,29,Town Hall (West),30883,1.0
2012,August,29,Flinders Street Station Underpass,28690,2.0
2012,August,29,Melbourne Central,26872,3.0
2012,August,29,Flagstaff Station,26375,4.0
2012,August,29,Bourke Street Mall (South),22772,5.0
2012,August,29,Bourke Street Mall (North),22757,6.0
2012,August,29,State Library,20462,7.0
2012,August,29,Princes Bridge,20374,8.0
2012,August,29,Australia on Collins,16858,9.0
2012,August,29,Southern Cross Station,16110,10.0
2012,August,30,Town Hall (West),31241,1.0
2012,August,30,Flinders Street Station Underpass,27949,2.0
2012,August,30,Melbourne Central,26196,3.0
2012,August,30,Flagstaff Station,24912,4.0
2012,August,30,Bourke Street Mall (North),23905,5.0
2012,August,30,Bourke Street Mall (South),23133,6.0
2012,August,30,Princes Bridge,19284,7.0
2012,August,30,State Library,19255,8.0
2012,August,30,Australia on Collins,17011,9.0
2012,August,30,Southern Cross Station,15758,10.0
2012,August,31,Town Hall (West),40311,1.0
2012,August,31,Melbourne Central,35896,2.0
2012,August,31,Bourke Street Mall (North),33211,3.0
2012,August,31,Flinders Street Station Underpass,32156,4.0
2012,August,31,Bourke Street Mall (South),31065,5.0
2012,August,31,State Library,25476,6.0
2012,August,31,Princes Bridge,24969,7.0
2012,August,31,Flagstaff Station,24360,8.0
2012,August,31,Birrarung Marr,23962,9.0
2012,August,31,Australia on Collins,20996,10.0
2012,December,1,Town Hall (West),41904,1.0
2012,December,1,Bourke Street Mall (North),34487,2.0
2012,December,1,Bourke Street Mall (South),33784,3.0
2012,December,1,Melbourne Central,31534,4.0
2012,December,1,Princes Bridge,24541,5.0
2012,December,1,Flinders Street Station Underpass,20962,6.0
2012,December,1,State Library,16911,7.0
2012,December,1,Australia on Collins,16165,8.0
2012,December,1,Sandridge Bridge,7705,9.0
2012,December,1,Collins Place (South),5884,10.0
2012,December,2,Town Hall (West),31557,1.0
2012,December,2,Bourke Street Mall (South),29707,2.0
2012,December,2,Bourke Street Mall (North),29693,3.0
2012,December,2,Melbourne Central,26577,4.0
2012,December,2,Princes Bridge,21352,5.0
2012,December,2,Flinders Street Station Underpass,18425,6.0
2012,December,2,State Library,15357,7.0
2012,December,2,Australia on Collins,12633,8.0
2012,December,2,Sandridge Bridge,8213,9.0
2012,December,2,Waterfront City,5930,10.0
2012,December,3,Town Hall (West),35576,1.0
2012,December,3,Bourke Street Mall (South),29107,2.0
2012,December,3,Bourke Street Mall (North),28534,3.0
2012,December,3,Melbourne Central,25732,4.0
2012,December,3,Flagstaff Station,25611,5.0
2012,December,3,Flinders Street Station Underpass,22924,6.0
2012,December,3,Princes Bridge,22435,7.0
2012,December,3,Australia on Collins,18677,8.0
2012,December,3,State Library,17570,9.0
2012,December,3,Southern Cross Station,15147,10.0
2012,December,4,Town Hall (West),34668,1.0
2012,December,4,Bourke Street Mall (North),27889,2.0
2012,December,4,Bourke Street Mall (South),27723,3.0
2012,December,4,Flagstaff Station,25925,4.0
2012,December,4,Melbourne Central,25478,5.0
2012,December,4,Flinders Street Station Underpass,21819,6.0
2012,December,4,Princes Bridge,19303,7.0
2012,December,4,Australia on Collins,17796,8.0
2012,December,4,State Library,16381,9.0
2012,December,4,Southern Cross Station,15734,10.0
2012,December,5,Town Hall (West),37697,1.0
2012,December,5,Bourke Street Mall (South),30656,2.0
2012,December,5,Bourke Street Mall (North),29661,3.0
2012,December,5,Melbourne Central,27762,4.0
2012,December,5,Flagstaff Station,25879,5.0
2012,December,5,Flinders Street Station Underpass,23599,6.0
2012,December,5,Princes Bridge,20863,7.0
2012,December,5,Australia on Collins,19843,8.0
2012,December,5,State Library,18744,9.0
2012,December,5,Southern Cross Station,16384,10.0
2012,December,6,Town Hall (West),43432,1.0
2012,December,6,Bourke Street Mall (South),36063,2.0
2012,December,6,Bourke Street Mall (North),34369,3.0
2012,December,6,Melbourne Central,28792,4.0
2012,December,6,Flagstaff Station,25726,5.0
2012,December,6,Flinders Street Station Underpass,24434,6.0
2012,December,6,Princes Bridge,23162,7.0
2012,December,6,Australia on Collins,22091,8.0
2012,December,6,State Library,19706,9.0
2012,December,6,Southern Cross Station,16843,10.0
2012,December,7,Town Hall (West),48177,1.0
2012,December,7,Bourke Street Mall (South),42205,2.0
2012,December,7,Bourke Street Mall (North),41320,3.0
2012,December,7,Melbourne Central,33142,4.0
2012,December,7,Flinders Street Station Underpass,30055,5.0
2012,December,7,Princes Bridge,27929,6.0
2012,December,7,Flagstaff Station,24584,7.0
2012,December,7,Australia on Collins,24025,8.0
2012,December,7,State Library,21384,9.0
2012,December,7,Southern Cross Station,16032,10.0
2012,December,8,Town Hall (West),39462,1.0
2012,December,8,Bourke Street Mall (South),33383,2.0
2012,December,8,Bourke Street Mall (North),32693,3.0
2012,December,8,Melbourne Central,29610,4.0
2012,December,8,Princes Bridge,24166,5.0
2012,December,8,Flinders Street Station Underpass,19389,6.0
2012,December,8,State Library,15683,7.0
2012,December,8,Australia on Collins,15472,8.0
2012,December,8,Sandridge Bridge,6845,9.0
2012,December,8,Collins Place (South),5575,10.0
2012,December,9,Town Hall (West),38225,1.0
2012,December,9,Bourke Street Mall (South),33391,2.0
2012,December,9,Bourke Street Mall (North),32600,3.0
2012,December,9,Melbourne Central,27176,4.0
2012,December,9,Princes Bridge,21084,5.0
2012,December,9,Flinders Street Station Underpass,18352,6.0
2012,December,9,State Library,16010,7.0
2012,December,9,Australia on Collins,13161,8.0
2012,December,9,Waterfront City,8121,9.0
2012,December,9,Sandridge Bridge,7314,10.0
2012,December,10,Town Hall (West),39876,1.0
2012,December,10,Bourke Street Mall (South),34041,2.0
2012,December,10,Bourke Street Mall (North),33864,3.0
2012,December,10,Flagstaff Station,26614,4.0
2012,December,10,Melbourne Central,25317,5.0
2012,December,10,Flinders Street Station Underpass,24686,6.0
2012,December,10,Princes Bridge,21504,7.0
2012,December,10,State Library,20845,8.0
2012,December,10,Australia on Collins,20786,9.0
2012,December,10,Southern Cross Station,15359,10.0
2012,December,11,Town Hall (West),41712,1.0
2012,December,11,Bourke Street Mall (North),36506,2.0
2012,December,11,Bourke Street Mall (South),35222,3.0
2012,December,11,Melbourne Central,28213,4.0
2012,December,11,Flinders Street Station Underpass,25639,5.0
2012,December,11,Flagstaff Station,24568,6.0
2012,December,11,Princes Bridge,23205,7.0
2012,December,11,Australia on Collins,22405,8.0
2012,December,11,State Library,19235,9.0
2012,December,11,Southern Cross Station,15597,10.0
2012,December,12,Town Hall (West),42498,1.0
2012,December,12,Bourke Street Mall (North),36326,2.0
2012,December,12,Bourke Street Mall (South),35183,3.0
2012,December,12,Melbourne Central,29926,4.0
2012,December,12,Flagstaff Station,26630,5.0
2012,December,12,Flinders Street Station Underpass,25842,6.0
2012,December,12,Princes Bridge,25247,7.0
2012,December,12,Australia on Collins,21509,8.0
2012,December,12,State Library,21248,9.0
2012,December,12,Southern Cross Station,15970,10.0
2012,December,13,Town Hall (West),38538,1.0
2012,December,13,Bourke Street Mall (South),34090,2.0
2012,December,13,Bourke Street Mall (North),32881,3.0
2012,December,13,Flagstaff Station,26398,4.0
2012,December,13,Melbourne Central,25045,5.0
2012,December,13,Flinders Street Station Underpass,24186,6.0
2012,December,13,Australia on Collins,20230,7.0
2012,December,13,Princes Bridge,19862,8.0
2012,December,13,State Library,17133,9.0
2012,December,13,Southern Cross Station,14261,10.0
2012,December,14,Town Hall (West),45982,1.0
2012,December,14,Bourke Street Mall (North),40614,2.0
2012,December,14,Bourke Street Mall (South),39738,3.0
2012,December,14,Melbourne Central,29917,4.0
2012,December,14,Flagstaff Station,27022,5.0
2012,December,14,Flinders Street Station Underpass,26533,6.0
2012,December,14,Princes Bridge,24714,7.0
2012,December,14,Australia on Collins,23494,8.0
2012,December,14,State Library,19268,9.0
2012,December,14,Collins Place (South),15403,10.0
2012,December,15,Town Hall (West),44619,1.0
2012,December,15,Bourke Street Mall (South),41246,2.0
2012,December,15,Bourke Street Mall (North),38920,3.0
2012,December,15,Melbourne Central,31296,4.0
2012,December,15,Princes Bridge,25375,5.0
2012,December,15,Flinders Street Station Underpass,20410,6.0
2012,December,15,Australia on Collins,18405,7.0
2012,December,15,State Library,18104,8.0
2012,December,15,Sandridge Bridge,7981,9.0
2012,December,15,Collins Place (South),5997,10.0
2012,December,16,Town Hall (West),35998,1.0
2012,December,16,Bourke Street Mall (South),34388,2.0
2012,December,16,Bourke Street Mall (North),31805,3.0
2012,December,16,Melbourne Central,25821,4.0
2012,December,16,Princes Bridge,21447,5.0
2012,December,16,Flinders Street Station Underpass,17384,6.0
2012,December,16,State Library,15194,7.0
2012,December,16,Australia on Collins,14039,8.0
2012,December,16,Sandridge Bridge,7187,9.0
2012,December,16,Waterfront City,4923,10.0
2012,December,17,Town Hall (West),42850,1.0
2012,December,17,Bourke Street Mall (South),37684,2.0
2012,December,17,Bourke Street Mall (North),36804,3.0
2012,December,17,Melbourne Central,25651,4.0
2012,December,17,Flagstaff Station,25536,5.0
2012,December,17,Flinders Street Station Underpass,25241,6.0
2012,December,17,Princes Bridge,24640,7.0
2012,December,17,Australia on Collins,21962,8.0
2012,December,17,State Library,18602,9.0
2012,December,17,Southern Cross Station,15432,10.0
2012,December,18,Town Hall (West),44907,1.0
2012,December,18,Bourke Street Mall (North),41070,2.0
2012,December,18,Bourke Street Mall (South),39814,3.0
2012,December,18,Melbourne Central,28135,4.0
2012,December,18,Flagstaff Station,25841,5.0
2012,December,18,Flinders Street Station Underpass,25768,6.0
2012,December,18,Australia on Collins,23554,7.0
2012,December,18,Princes Bridge,22936,8.0
2012,December,18,State Library,18733,9.0
2012,December,18,Southern Cross Station,15847,10.0
2012,December,19,Town Hall (West),43016,1.0
2012,December,19,Bourke Street Mall (North),39895,2.0
2012,December,19,Bourke Street Mall (South),39221,3.0
2012,December,19,Melbourne Central,29518,4.0
2012,December,19,Flinders Street Station Underpass,24451,5.0
2012,December,19,Flagstaff Station,24378,6.0
2012,December,19,Australia on Collins,23094,7.0
2012,December,19,Princes Bridge,20649,8.0
2012,December,19,State Library,18178,9.0
2012,December,19,Southern Cross Station,16261,10.0
2012,December,20,Town Hall (West),48728,1.0
2012,December,20,Bourke Street Mall (South),44214,2.0
2012,December,20,Bourke Street Mall (North),42667,3.0
2012,December,20,Melbourne Central,37062,4.0
2012,December,20,Flinders Street Station Underpass,26749,5.0
2012,December,20,Flagstaff Station,24308,6.0
2012,December,20,Australia on Collins,23806,7.0
2012,December,20,Princes Bridge,22805,8.0
2012,December,20,State Library,19988,9.0
2012,December,20,Southern Cross Station,15240,10.0
2012,December,21,Town Hall (West),54590,1.0
2012,December,21,Bourke Street Mall (South),51367,2.0
2012,December,21,Bourke Street Mall (North),46987,3.0
2012,December,21,Melbourne Central,35560,4.0
2012,December,21,Flinders Street Station Underpass,31492,5.0
2012,December,21,Princes Bridge,26949,6.0
2012,December,21,Australia on Collins,25781,7.0
2012,December,21,Flagstaff Station,21910,8.0
2012,December,21,Southern Cross Station,14186,9.0
2012,December,21,Collins Place (South),13435,10.0
2012,December,22,Town Hall (West),46727,1.0
2012,December,22,Bourke Street Mall (South),46419,2.0
2012,December,22,Bourke Street Mall (North),42197,3.0
2012,December,22,Melbourne Central,33307,4.0
2012,December,22,Princes Bridge,25535,5.0
2012,December,22,Flinders Street Station Underpass,22105,6.0
2012,December,22,Australia on Collins,18299,7.0
2012,December,22,Sandridge Bridge,8637,8.0
2012,December,22,Birrarung Marr,5554,9.0
2012,December,22,New Quay,5250,10.0
2012,December,23,Town Hall (West),36952,1.0
2012,December,23,Bourke Street Mall (South),35095,2.0
2012,December,23,Bourke Street Mall (North),34046,3.0
2012,December,23,Melbourne Central,26704,4.0
2012,December,23,Princes Bridge,20160,5.0
2012,December,23,Flinders Street Station Underpass,16410,6.0
2012,December,23,Australia on Collins,11836,7.0
2012,December,23,Waterfront City,10705,8.0
2012,December,23,New Quay,9273,9.0
2012,December,23,Sandridge Bridge,5831,10.0
2012,December,24,Town Hall (West),46128,1.0
2012,December,24,Bourke Street Mall (South),43942,2.0
2012,December,24,Bourke Street Mall (North),38743,3.0
2012,December,24,Melbourne Central,28816,4.0
2012,December,24,Princes Bridge,20906,5.0
2012,December,24,Flinders Street Station Underpass,19992,6.0
2012,December,24,Australia on Collins,17844,7.0
2012,December,24,Flagstaff Station,7990,8.0
2012,December,24,Sandridge Bridge,7723,9.0
2012,December,24,Collins Place (South),5914,10.0
2012,December,25,Town Hall (West),27274,1.0
2012,December,25,Melbourne Central,22640,2.0
2012,December,25,Bourke Street Mall (North),17783,3.0
2012,December,25,Princes Bridge,14826,4.0
2012,December,25,Bourke Street Mall (South),14255,5.0
2012,December,25,Flinders Street Station Underpass,11774,6.0
2012,December,25,Sandridge Bridge,7002,7.0
2012,December,25,Australia on Collins,4039,8.0
2012,December,25,Birrarung Marr,3070,9.0
2012,December,25,New Quay,2981,10.0
2012,December,26,Bourke Street Mall (South),64390,1.0
2012,December,26,Bourke Street Mall (North),58813,2.0
2012,December,26,Town Hall (West),51043,3.0
2012,December,26,Melbourne Central,42736,4.0
2012,December,26,Flinders Street Station Underpass,21290,5.0
2012,December,26,Princes Bridge,20931,6.0
2012,December,26,Australia on Collins,19591,7.0
2012,December,26,Birrarung Marr,13166,8.0
2012,December,26,Sandridge Bridge,9180,9.0
2012,December,26,New Quay,4644,10.0
2012,December,27,Town Hall (West),41796,1.0
2012,December,27,Bourke Street Mall (North),38738,2.0
2012,December,27,Bourke Street Mall (South),37412,3.0
2012,December,27,Melbourne Central,29539,4.0
2012,December,27,Flinders Street Station Underpass,21150,5.0
2012,December,27,Princes Bridge,20600,6.0
2012,December,27,Australia on Collins,17978,7.0
2012,December,27,Birrarung Marr,8099,8.0
2012,December,27,Sandridge Bridge,8065,9.0
2012,December,27,Collins Place (South),6554,10.0
2012,December,28,Town Hall (West),44550,1.0
2012,December,28,Bourke Street Mall (South),39795,2.0
2012,December,28,Bourke Street Mall (North),38258,3.0
2012,December,28,Melbourne Central,31066,4.0
2012,December,28,Princes Bridge,23854,5.0
2012,December,28,Flinders Street Station Underpass,23295,6.0
2012,December,28,Australia on Collins,20146,7.0
2012,December,28,Birrarung Marr,10365,8.0
2012,December,28,Sandridge Bridge,9313,9.0
2012,December,28,Collins Place (South),6829,10.0
2012,December,29,Town Hall (West),39282,1.0
2012,December,29,Bourke Street Mall (South),31955,2.0
2012,December,29,Bourke Street Mall (North),31726,3.0
2012,December,29,Melbourne Central,28445,4.0
2012,December,29,Princes Bridge,23337,5.0
2012,December,29,Flinders Street Station Underpass,19908,6.0
2012,December,29,Australia on Collins,15445,7.0
2012,December,29,Sandridge Bridge,7957,8.0
2012,December,29,New Quay,5308,9.0
2012,December,29,Collins Place (South),4087,10.0
2012,December,30,Town Hall (West),33975,1.0
